,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,Final_Arrondissement,address
7461,Spacious and renovated flat near to Starbucks,48.839,2.353,4,341,Entire Place,4.5,15,4,5,"34, Rue du Fer à Moulin, Quartier du Jardin des Plantes, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7462,Stylish Saint Germain 2BR 2BA Flat Near Seine,48.85497,2.33642,4,309,Entire Place,4.5,15,4,6,"6, Rue de l'Échaudé, Quartier de Saint-Germain-des-Prés, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7463,69m² 2-bedrooms flat Mouffetard,48.84,2.347,4,303,Entire Place,4.5,15,4,5,"60, Rue Claude Bernard, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7464,Authentic River-View Parisian-style Flat,48.854,2.343,4,281,Entire Place,4.5,15,4,6,"Hôtel de Luynes, Rue Gît-le-Cœur, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7465,GuestReady - Spacious Typical Parisian Flat,48.84407,2.34595,4,307,Entire Place,4.5,15,4,5,"Centre Culturel Irlandais, Rue Lhomond, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7466,Cosy 50m² 1-bedroom flat Mouffetard,48.84,2.347,4,284,Entire Place,4.5,15,4,5,"60, Rue Claude Bernard, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7467,Charming 45sqm flat - Notre Dame,48.85,2.346,4,253,Entire Place,4.5,15,4,5,"L'invitée, 25, Rue Thénard, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7468,A bright brand-new 1BDR in Saint-Michel/ Notre-Dame,48.85,2.346,4,253,Entire Place,4.5,15,4,5,"L'invitée, 25, Rue Thénard, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7469,A Stunning 1BR in Saint Michel - Notre Dame,48.85,2.345,4,253,Entire Place,4.5,15,4,5,"misteRugby, Rue Saint-Jacques, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7470,Emily in Paris The place where the series was shot,48.84499,2.34592,4,255,Entire Place,4.5,15,4,5,"23, Rue de l'Estrapade, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7471,A French Chic 1-Bedroom Apartment in Saint Germain,48.856,2.325,4,265,Entire Place,4.5,15,4,7,"Marzo, 5, Rue Paul-Louis Courier, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
7472,Elégant appartement à Saint-Germain des Prés,48.85482,2.34036,4,233,Entire Place,4.5,15,4,6,"3b, Rue du Pont de Lodi, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7473,Luxury 1 Bedroom St Germain - Bon Marché,48.84859,2.32645,4,255,Entire Place,4.5,15,4,6,"10, Rue du Regard, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7474,Panthéon-Luxembourg,48.84515,2.34385,4,234,Entire Place,4.5,15,4,5,"14a, Rue Pierre et Marie Curie, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7475,Amazing flat Pantheon,48.8436,2.34365,4,225,Entire Place,4.5,15,4,5,"Campus Curie, Rue d'Ulm, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7476,St Germain - Quartier Latin 2 : appt. cosy pour 4,48.851,2.343,4,271,Entire Place,4.5,15,4,6,"Optical Discount, Boulevard Saint-Michel, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7477,St Germain - Quartier Latin 10: cosy apt. for 4,48.851,2.343,4,271,Entire Place,4.5,15,4,6,"Optical Discount, Boulevard Saint-Michel, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7478,Paris 6* ??ST GERMAIN ODÉON LUXEMBOURG Garden,48.85085,2.33753,4,242,Entire Place,4.5,15,4,6,"11, Rue de Tournon, Quartier de l'Odéon, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7479,??2 bedrooms in a classic Parisian flat,48.83898,2.3512,4,250,Entire Place,4.5,15,4,5,"Malena, 119 bis, Rue Monge, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
7480,Saint Germain des Prés in Paris !,48.85698,2.33202,4,211,Entire Place,4.5,15,4,7,"3, Rue de Verneuil, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
7481,Pretty one bedroom Saint Germain des Prés Paris 6,48.85619,2.33511,4,210,Entire Place,4.5,15,4,6,"Le Restaurant, 13, Rue des Beaux-Arts, Quartier de Saint-Germain-des-Prés, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7482,Duplex penthouse top locat. N Dame,48.85377,2.34377,4,206,Entire Place,4.5,15,4,6,"2, Place Saint-Michel, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7483,GuestReady - Modern and Cosy flat in the heart of Paris,48.85352,2.34484,4,236,Entire Place,4.5,15,4,6,"Quai B, Quai des Grands Augustins, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
7484,Appartement de luxe Paris / 16ème arrondissement,48.839,2.258,4,249,Entire Place,4.5,17,4,16,"Centre Bus-Tram Point-du-Jour, Rue Parent de Rosan, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France"
7485,Modern Loft near Eiffel Tower,48.85707,2.30518,4,297,Entire Place,4.5,18,4,7,"3, Passage de l'Union, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
7486,Sweet Inn | Romantic 1BR near the Champs-Elysées,48.869,2.303,4,312,Entire Place,4.5,18,4,8,"8, Rue de Cerisoles, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7487,Champs Elysées-Montaigne luxe &view,48.86554,2.30454,4,306,Entire Place,4.5,18,4,8,"40, Rue Jean Goujon, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7488,Appartement de standing 2 - tour Eiffel/Invalides,48.85481,2.30909,4,294,Entire Place,4.5,18,4,7,"1, Rue Louis Codet, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
7489,Ruby Beauty in the Golden Triangle,48.86699,2.3033,4,231,Entire Place,4.5,18,4,8,"18, Rue de la Trémoille, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7490,Splendid apartment near Triangle d'Or,48.86653,2.31054,4,255,Entire Place,4.5,18,4,8,"Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7491,192-Suite Champs Elysées,48.87231,2.30477,4,240,Entire Place,4.5,18,4,8,"70, Rue de Ponthieu, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7493,Sweet Inn | Elegant 1BR Apt. by the Champs-Elysées,48.87089,2.30701,4,224,Entire Place,4.5,18,4,8,"Monoprix Alimentation, Rue La Boétie, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7494,Elegant & modern apartment with view Eiffel Tower,48.85771,2.30463,4,231,Entire Place,4.5,18,4,7,"3, Square de Robiac, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
7495,PARIS TRIANGLE D’OR  75m2 Moderne Deluxe 2 chb 3 p,48.8654,2.30277,4,250,Entire Place,4.5,18,4,8,"9, Avenue Montaigne, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7496,GuestReady - Spacious Apt for 4 in Invalides,48.85867,2.30655,4,225,Entire Place,4.5,18,4,7,"Chapelle Saint-Vincent-de-Paul, Rue Cler, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
7497,Invalides/Palais Bourbon : Luxueux Appartement 4P,48.8609,2.31728,4,210,Entire Place,4.5,18,4,7,"Assemblée nationale, Place du Président Édouard Herriot, Quartier des Invalides, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
7498,? Chic Apartment near Arc Triomphe - 4P,48.87653,2.29502,4,204,Entire Place,4.5,18,4,17,"Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
7499,Champs-Elysées apartment,48.87172,2.30463,4,209,Entire Place,4.5,18,4,8,"Arcade des Champs-Élysées, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7500,Big rooftop Paris 11 Charonne (sdb rénovée),48.85496,2.38529,4,257,Entire Place,4.5,19,4,11,"163, Boulevard Voltaire, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
7501,Live the Parisian Dream in a Light Filled Retreat,48.85,2.385,4,243,Entire Place,4.5,19,4,11,"Faidherbe - Chaligny, Rue du Faubourg Saint-Antoine, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
7502,ENJOY THE TRADITIONAL PARISIAN LIFE,48.85714,2.38834,4,210,Entire Place,4.5,19,4,11,"Passage Courtois, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
7503,GuestReady - Beautiful flat with terrace and panoramic views,48.835,2.394,4,212,Entire Place,4.5,19,4,12,"283, Rue de Charenton, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
7504,"Luxury one bedroom, Heart of Marais",48.856,2.357,4,350,Entire Place,4.5,1,4,4,"Rue Cloche Perce, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7505,Superb apartment - Rivoli / Louvre - 2 bedrooms,48.85547,2.35908,4,350,Entire Place,4.5,1,4,8,"3, Rue de Rivoli, Quartier de la Madeleine, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
7506,Beautiful Marais 1 BD Design Apt - Bail Mobilité,48.85789,2.35803,4,348,Entire Place,4.5,1,4,4,"La Droguerie du Marais, Rue des Rosiers, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7507,BEAUTIFULLY RENOVATED 2 BDRM -INCREDIBLE LOCATION,48.86406,2.36142,4,350,Entire Place,4.5,1,4,3,"Mairie de Paris Centre, 2, Rue Eugène Spuller, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7508,MARAIS - Elegant flat in Old Paris,48.8596,2.36161,4,227,Entire Place,4.5,1,4,3,"Musée national Picasso-Paris, 5, Rue de Thorigny, Quartier des Archives, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7509,Chic Benedict - Le Marais / St Paul,48.858,2.356,4,253,Entire Place,4.5,1,4,4,"11, Rue de Moussy, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7510,Loft with terrace 2 bedrooms Marais,48.86228,2.3608,4,257,Entire Place,4.5,1,4,3,"8, Rue Pastourelle, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7511,A Trendy 2-BDR in Le Marais,48.865,2.358,4,270,Entire Place,4.5,1,4,3,"Maurice Or, Rue Réaumur, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7512,210-Suite Chanel ?????,48.8585,2.35538,4,222,Entire Place,4.5,1,4,4,"25, Rue Sainte-Croix de la Bretonnerie, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7513,GuestReady - Superb Apartment 10mins to Opéra Bastille,48.853,2.375,4,272,Entire Place,4.5,1,4,11,"22, Rue de Charonne, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
7514,Stunning Luxurious Apartment 4P - Le Marais,48.86343,2.36619,4,220,Entire Place,4.5,1,4,3,"Ponsard, Boulevard du Temple, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7515,"Cada Vez, 1BR/1BA, 4 people",48.85904,2.36315,4,229,Entire Place,4.5,1,4,3,"Hôtel de Vigny, Rue du Parc Royal, Quartier des Archives, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7517,ROSE-Apartment-Suite-Ensuite with Shower,48.85769,2.35654,4,237,Entire Place,4.5,1,4,4,"28, Rue du Bourg Tibourg, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7518,Amazing 2 bedroom near place des Vosges in Marais,48.85798,2.36398,4,262,Entire Place,4.5,1,4,4,"Ateliers des beaux-arts de la ville de Paris - Centre Sévigné, 48, Rue de Sévigné, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7519,"Fahrenheit, 2BR/1BA, 4 people.",48.85657,2.3577,4,260,Entire Place,4.5,1,4,4,"6, Impasse de l'Hôtel d'Argenson, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7520,Modern & Design Flat in the heart of the Marais,48.85951,2.36515,4,252,Entire Place,4.5,1,4,3,"Hôtel d'Ecquevilly, Rue du Grand Veneur, Quartier des Archives, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7521,Design apartment in the heart of the Marais,48.86315,2.36407,4,212,Entire Place,4.5,1,4,3,"Isabelle Marant, Rue de Saintonge, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7522,"Up & Down, 1BR/1BA, 4 people",48.85934,2.35463,4,211,Entire Place,4.5,1,4,4,"16, Rue du Plâtre, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7523,LE MARAIS  - NEW Appartement HAUT DE GAMME,48.86456,2.36411,4,211,Entire Place,4.5,1,4,3,"4, Rue de Franche-Comté, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7524,Charming Appart 4P/1BR – Le Marais,48.857,2.357,4,201,Entire Place,4.5,1,4,4,"Lithographies, Rue Vieille du Temple, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7525,Marais - République 14: cosy apt. for 4,48.863,2.36,4,210,Entire Place,4.5,1,4,3,"Fondation Henri Cartier-Bresson, 79, Rue des Archives, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7526,Marais - République 15: cosy apt. for 4,48.863,2.36,4,210,Entire Place,4.5,1,4,3,"Fondation Henri Cartier-Bresson, 79, Rue des Archives, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7527,RARE - Gorgeous Apartment in the Haut-Marais!,48.864,2.357,4,215,Entire Place,4.5,1,4,3,"Cour de Rome, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7528,214-Suite Vuitton ?????,48.8569,2.35562,4,216,Entire Place,4.5,1,4,4,"Bagelstein, Rue de la Verrerie, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7529,"Magnum, 1BR/1BA, 4 people",48.86668,2.35942,4,211,Entire Place,4.5,1,4,3,"Lycée Turgot, Rue de Turbigo, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7530,Marais - République 16: cosy apt. for 4,48.863,2.36,4,210,Entire Place,4.5,1,4,3,"Fondation Henri Cartier-Bresson, 79, Rue des Archives, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7531,North Marais charming flat,48.868,2.359,4,206,Entire Place,4.5,1,4,3,"34, Rue Meslay, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7532,Haut-Marais - Carreau du Temple: apt. for 4,48.867,2.361,4,212,Entire Place,4.5,1,4,3,"7, Rue Notre-Dame-de-Nazareth, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7533,1bedroom flat in the heart of the Marais area,48.86396,2.36918,4,201,Entire Place,4.5,1,4,11,"Pharmacie du Bataclan, Boulevard Voltaire, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
7534,? Beautiful loft in the high Marais,48.8627,2.35527,4,206,Entire Place,4.5,1,4,3,"26, Rue Michel le Comte, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7535,A Urban & Designed 1-BR Apartment in Opéra,48.872,2.34,4,301,Entire Place,4.5,2,4,9,"Hema, Boulevard Haussmann, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
7536,Edgar Suites Bellan - Central Apartment - Louvre,48.868,2.344,4,314,Entire Place,4.5,2,4,2,"107, Rue Réaumur, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7538,Happy Stay Paris - Louvre Roof Top Terrace,48.86283,2.34103,4,286,Entire Place,4.5,2,4,1,"25, Rue Jean-Jacques Rousseau, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7539,Apartment between Louvre & Notre Dame with AC,48.86035,2.3483,4,324,Entire Place,4.5,2,4,1,"PRESSE, Place Joachim du Bellay, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7540,Edgar Suites Bellan - Modern Apartment - Louvre,48.868,2.344,4,300,Entire Place,4.5,2,4,2,"107, Rue Réaumur, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7541,Beautiful renovated flat close to Opera-Le Louvre,48.86574,2.33626,4,298,Entire Place,4.5,2,4,1,"3, Rue Thérèse, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7542,GuestReady - Family Loft with Big Patio – 3 mins from Poissonnière,48.87669,2.34951,4,284,Entire Place,4.5,2,4,10,"16, Rue des Messageries, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
7543,Magnifique au centre de Paris. Duplex chaleureux.,48.8595,2.3479,4,295,Entire Place,4.5,2,4,1,"Café Oz, Rue Saint-Denis, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7545,"Cosy luxe, central Paris.",48.86564,2.33184,4,274,Entire Place,4.5,2,4,1,"7, Rue de la Sourdière, Quartier Vendôme, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7546,W&L - Petite maison de ville et terrasse privative,48.86964,2.35286,4,305,Entire Place,4.5,2,4,2,"Rue Saint-Denis, Boulevard Saint-Denis, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7547,Edgar Suites Bellan - Louvre Apartment,48.86565,2.34535,4,309,Entire Place,4.5,2,4,2,"Parisian Home, Rue Mandar, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7549,Cosy and new apartment center of Paris,48.86381,2.35045,4,234,Entire Place,4.5,2,4,2,"4, Impasse des Peintres, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7550,Appartement avec vue imprenable sur le Louvre,48.86413,2.33362,4,249,Entire Place,4.5,2,4,1,"175, Rue Saint-Honoré, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7551,PARIS 4° CENTRE - MARAIS/BEAUBOURG,48.86312,2.35113,4,226,Entire Place,4.5,2,4,3,"BRED, Boulevard de Sébastopol, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7552,PARIS 1er CENTER - MUSEE DU LOUVRE,48.86513,2.34186,4,231,Entire Place,4.5,2,4,1,"21, Rue Hérold, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7553,Garden Flat,48.87174,2.35175,4,264,Entire Place,4.5,2,4,10,"Breakfast club, Rue d'Enghien, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
7555,"Charming & Central, Rue Montorgueil +Free Cruise",48.86253,2.35124,4,234,Entire Place,4.5,2,4,3,"91, Rue Quincampoix, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7556,A Stunning 1-bedroom apartment close to the Louvre,48.868,2.336,4,231,Entire Place,4.5,2,4,2,"Baudelaire, Passage Sainte-Anne, Quartier Gaillon, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7557,Cléry/ Sentier : Magnifique appartement -4P-,48.86868,2.35033,4,232,Entire Place,4.5,2,4,2,"114, Rue d'Aboukir, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7558,Edgar Suites Bellan - Bright apartment - Louvre,48.868,2.344,4,247,Entire Place,4.5,2,4,2,"107, Rue Réaumur, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7559,Beautiful parisian loft style in Etienne Marcel,48.865,2.35,4,219,Entire Place,4.5,2,4,2,"Neoness, Rue Greneta, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7560,"Semaphore, 1BR/1BA, 4 people",48.85727,2.35117,4,235,Entire Place,4.5,2,4,4,"Avenue Victoria, Place de l'Hôtel-de-Ville - Esplanade de la Libération, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7561,Cozy and practical apt in 10th arr - PARIS,48.87054,2.35574,4,236,Entire Place,4.5,2,4,10,"Carmen Beauté, Rue Gustave Goublier, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
7562,4. APARTMENT PARIS CENTRE 50m2 2 beds - 2/4 PEOPLE,48.86854,2.34876,4,219,Entire Place,4.5,2,4,2,"62, Rue de Cléry, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7563,204 BLUE NIGHT APPARTEMENT MARAIS,48.86807,2.35518,4,221,Entire Place,4.5,2,4,4,"316, Rue Saint-Martin, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
7564,Charming duplex Le Marais+free private car park !,48.86418,2.35275,4,245,Entire Place,4.5,2,4,3,"École primaire, Rue Saint-Martin, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7566,Louvre - Richelieu 212: cosy flat for 4,48.866,2.337,4,248,Entire Place,4.5,2,4,1,"Yi Fang Tea, Rue de Richelieu, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7567,Family of 4,48.875,2.343,4,273,Entire Place,4.5,2,4,9,"Orient Express, Rue Cadet, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
7568,"Artist workshop with terrace on Paris roofs, close to Montmartre - Welkeys",48.87796,2.35325,4,230,Entire Place,4.5,2,4,10,"24, Passage G10, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
7569,Quartier Prestigieux Rue Saint Honoré / Louvre,48.864,2.331,4,220,Entire Place,4.5,2,4,1,"PA360 orange, Rue de Rivoli, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7570,Nice and cosy flat in Paris,48.86869,2.34837,4,212,Entire Place,4.5,2,4,2,"39, Rue de Cléry, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
7571,Sublime and new apartment in the center of Paris,48.87332,2.34884,4,211,Entire Place,4.5,2,4,10,"7, Rue Gabriel Laumain, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
7572,Cosy flat close to Marché de St Honoré and Louvre,48.867,2.332,4,206,Entire Place,4.5,2,4,1,"Marché Saint-Honoré, Place du Marché Saint-Honoré, Quartier Vendôme, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7573,"Sweet Paris, 1 Ch / 1 SdB, 4 personnes, 35 m²",48.867,2.354,4,210,Entire Place,4.5,2,4,3,"Buste de Marc Seguin, Rue Salomon de Caus, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7574,Charming apartment Louvre Museum,48.8609,2.34103,4,201,Entire Place,4.5,2,4,1,"BRED, Rue de Rivoli, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7575,B 1631 - Louvre - Spacieux appartement,48.86428,2.35406,4,204,Entire Place,4.5,2,4,3,"Derrière, 69, Rue des Gravilliers, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7576,Residence Arts et Métiers - Deluxe,48.8674,2.35735,4,201,Entire Place,4.5,2,4,3,"43, Rue Notre-Dame-de-Nazareth, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
7577,A Sweet Nest in Opera / Lafayette,48.873,2.341,4,205,Entire Place,4.5,2,4,9,"1, Rue Rossini, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
7580,Open space - Louvre Palais Royal Opéra,48.86486,2.33671,4,210,Entire Place,4.5,2,4,1,"21, Rue de Montpensier, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
7581,Artistic central apartment for 4 ppl,48.86768,2.34824,4,205,Entire Place,4.5,2,4,2,"1, Rue du Nil, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
